Datum,Zeit,BEN,NO,NO2,O3,PM10_TEOM,SO2
2017-12-05,09:00,,42,38,,12,
2017-12-05,10:00,,23,30,,13,
2017-12-05,11:00,,41,35,,14,
2017-12-05,12:00,,51,39,,15,
2017-12-05,13:00,,72,53,,16,
2017-12-05,14:00,,70,45,,18,
2017-12-05,15:00,,70,45,,13,
2017-12-05,16:00,,88,51,,15,
2017-12-05,17:00,,78,52,,16,
2017-12-05,18:00,,70,48,,14,
2017-12-05,19:00,,38,36,,12,
2017-12-05,20:00,,19,28,,13,
2017-12-05,21:00,,15,24,,13,
2017-12-05,22:00,,12,21,,16,
2017-12-05,23:00,,4,18,,13,
2017-12-06,00:00,,3,14,,11,
2017-12-06,01:00,,3,12,,13,
2017-12-06,02:00,,1,12,,12,
2017-12-06,03:00,,3,13,,12,
2017-12-06,04:00,,1,11,,12,
2017-12-06,05:00,,6,13,,11,
2017-12-06,06:00,,18,22,,10,
2017-12-06,07:00,,56,39,,15,
2017-12-06,08:00,,79,52,,20,
2017-12-06,09:00,,52,41,,22,
2017-12-06,10:00,,46,38,,21,
2017-12-06,11:00,,50,38,,21,
2017-12-06,12:00,,43,36,,19,
2017-12-06,13:00,,52,38,,19,
2017-12-06,14:00,,46,39,,21,
2017-12-06,15:00,,62,45,,22,
2017-12-06,16:00,,65,48,,23,
2017-12-06,17:00,,73,55,,22,
2017-12-06,18:00,,74,56,,24,
2017-12-06,19:00,,35,35,,20,
2017-12-06,20:00,,23,31,,18,
2017-12-06,21:00,,14,25,,16,
2017-12-06,22:00,,16,25,,15,
2017-12-06,23:00,,10,19,,14,
2017-12-07,00:00,,7,16,,14,
2017-12-07,01:00,,3,13,,14,
2017-12-07,02:00,,3,13,,13,
2017-12-07,03:00,,2,10,,13,
2017-12-07,04:00,,3,11,,12,
2017-12-07,05:00,,7,12,,12,
2017-12-07,06:00,,16,21,,14,
2017-12-07,07:00,,49,41,,13,
2017-12-07,08:00,,111,75,,19,
2017-12-07,09:00,,130,89,,26,
2017-12-07,10:00,,97,75,,32,
2017-12-07,11:00,,55,51,,27,
2017-12-07,12:00,,44,42,,18,
2017-12-07,13:00,,47,44,,16,
2017-12-07,14:00,,46,43,,17,
2017-12-07,15:00,,61,59,,18,
2017-12-07,16:00,,66,59,,18,
2017-12-07,17:00,,63,63,,17,
2017-12-07,18:00,,59,64,,14,
2017-12-07,19:00,,35,47,,13,
2017-12-07,20:00,,23,38,,14,
2017-12-07,21:00,,21,38,,11,
2017-12-07,22:00,,16,29,,12,
2017-12-07,23:00,,7,21,,11,
2017-12-08,00:00,,5,15,,7,
2017-12-08,01:00,,1,9,,6,
2017-12-08,02:00,,1,7,,6,
2017-12-08,03:00,,3,9,,2,
2017-12-08,04:00,,3,10,,3,
2017-12-08,05:00,,5,12,,2,
2017-12-08,06:00,,15,18,,5,
2017-12-08,07:00,,52,44,,9,
2017-12-08,08:00,,104,63,,12,
2017-12-08,09:00,,80,57,,13,
2017-12-08,10:00,,57,39,,8,
2017-12-08,11:00,,38,31,,7,
2017-12-08,12:00,,39,32,,12,
2017-12-08,13:00,,39,34,,16,
2017-12-08,14:00,,48,38,,13,
2017-12-08,15:00,,78,54,,17,
2017-12-08,16:00,,75,56,,18,
2017-12-08,17:00,,95,72,,20,
2017-12-08,18:00,,95,69,,19,
2017-12-08,19:00,,56,52,,19,
2017-12-08,20:00,,34,35,,16,
2017-12-08,21:00,,15,21,,11,
2017-12-08,22:00,,21,24,,8,
2017-12-08,23:00,,14,21,,6,
2017-12-09,00:00,,14,22,,8,
2017-12-09,01:00,,12,24,,8,
2017-12-09,02:00,,8,22,,7,
2017-12-09,03:00,,7,16,,6,
2017-12-09,04:00,,4,12,,7,
2017-12-09,05:00,,4,12,,7,
2017-12-09,06:00,,7,13,,7,
2017-12-09,07:00,,8,14,,6,
2017-12-09,08:00,,14,23,,7,
2017-12-09,09:00,,25,32,,8,
2017-12-09,10:00,,37,41,,7,
2017-12-09,11:00,,42,38,,8,
2017-12-09,12:00,,52,44,,12,
2017-12-09,13:00,,29,28,,14,
2017-12-09,14:00,,34,31,,10,
2017-12-09,15:00,,37,34,,10,
2017-12-09,16:00,,41,33,,11,
2017-12-09,17:00,,43,39,,11,
2017-12-09,18:00,,42,34,,12,
2017-12-09,19:00,,37,35,,11,
2017-12-09,20:00,,35,34,,14,
2017-12-09,21:00,,20,27,,11,
2017-12-09,22:00,,30,31,,10,
2017-12-09,23:00,,18,23,,11,
2017-12-10,00:00,,11,19,,11,
2017-12-10,01:00,,7,13,,10,
2017-12-10,02:00,,5,11,,7,
2017-12-10,03:00,,3,9,,8,
2017-12-10,04:00,,4,10,,8,
