Datum,Zeit,BEN,NO,NO2,O3,PM10_TEOM,SO2
2017-12-03,04:00,,,,13,,
2017-12-03,05:00,,,,12,,
2017-12-03,06:00,,,,7,,
2017-12-03,07:00,,,,20,,
2017-12-03,08:00,,,,21,,
2017-12-03,09:00,,,,35,,
2017-12-03,10:00,,,,45,,
2017-12-03,11:00,,,,42,,
2017-12-03,12:00,,,,39,,
2017-12-03,13:00,,,,43,,
2017-12-03,14:00,,,,43,,
2017-12-03,15:00,,,,41,,
2017-12-03,16:00,,,,39,,
2017-12-03,17:00,,,,33,,
2017-12-03,18:00,,,,30,,
2017-12-03,19:00,,,,31,,
2017-12-03,20:00,,,,28,,
2017-12-03,21:00,,,,26,,
2017-12-03,22:00,,,,25,,
2017-12-03,23:00,,,,23,,
2017-12-04,00:00,,,,23,,
2017-12-04,01:00,,,,22,,
2017-12-04,02:00,,,,22,,
2017-12-04,03:00,,,,22,,
2017-12-04,04:00,,,,21,,
2017-12-04,05:00,,,,23,,
2017-12-04,06:00,,,,22,,
2017-12-04,07:00,,,,20,,
2017-12-04,08:00,,,,20,,
2017-12-04,09:00,,,,21,,
2017-12-04,10:00,,,,23,,
2017-12-04,11:00,,,,22,,
2017-12-04,12:00,,,,22,,
2017-12-04,13:00,,,,19,,
2017-12-04,14:00,,,,9,,
2017-12-04,15:00,,,,18,,
2017-12-04,16:00,,,,32,,
2017-12-04,17:00,,,,49,,
2017-12-04,18:00,,,,53,,
2017-12-04,19:00,,,,52,,
2017-12-04,20:00,,,,56,,
2017-12-04,21:00,,,,60,,
2017-12-04,22:00,,,,64,,
2017-12-04,23:00,,,,53,,
2017-12-05,00:00,,,,52,,
2017-12-05,01:00,,,,47,,
2017-12-05,02:00,,,,40,,
2017-12-05,03:00,,,,47,,
2017-12-05,04:00,,,,33,,
2017-12-05,05:00,,,,35,,
2017-12-05,06:00,,,,42,,
2017-12-05,07:00,,,,41,,
2017-12-05,08:00,,,,27,,
2017-12-05,09:00,,,,24,,
2017-12-05,10:00,,,,22,,
2017-12-05,11:00,,,,25,,
2017-12-05,12:00,,,,28,,
2017-12-05,13:00,,,,33,,
2017-12-05,14:00,,,,29,,
2017-12-05,15:00,,,,29,,
2017-12-05,16:00,,,,29,,
2017-12-05,17:00,,,,29,,
2017-12-05,18:00,,,,28,,
2017-12-05,19:00,,,,30,,
2017-12-05,20:00,,,,31,,
2017-12-05,21:00,,,,35,,
2017-12-05,22:00,,,,36,,
2017-12-05,23:00,,,,37,,
2017-12-06,00:00,,,,38,,
2017-12-06,01:00,,,,40,,
2017-12-06,02:00,,,,42,,
2017-12-06,03:00,,,,43,,
2017-12-06,04:00,,,,44,,
2017-12-06,05:00,,,,44,,
2017-12-06,06:00,,,,43,,
2017-12-06,07:00,,,,46,,
2017-12-06,08:00,,,,44,,
2017-12-06,09:00,,,,46,,
2017-12-06,10:00,,,,51,,
2017-12-06,11:00,,,,50,,
2017-12-06,12:00,,,,49,,
2017-12-06,13:00,,,,50,,
2017-12-06,14:00,,,,51,,
2017-12-06,15:00,,,,51,,
2017-12-06,16:00,,,,49,,
2017-12-06,17:00,,,,48,,
2017-12-06,18:00,,,,47,,
2017-12-06,19:00,,,,45,,
2017-12-06,20:00,,,,43,,
2017-12-06,21:00,,,,46,,
2017-12-06,22:00,,,,48,,
2017-12-06,23:00,,,,48,,
2017-12-07,00:00,,,,48,,
2017-12-07,01:00,,,,44,,
2017-12-07,02:00,,,,45,,
2017-12-07,03:00,,,,48,,
2017-12-07,04:00,,,,55,,
2017-12-07,05:00,,,,64,,
2017-12-07,06:00,,,,62,,
2017-12-07,07:00,,,,57,,
2017-12-07,08:00,,,,48,,
2017-12-07,09:00,,,,43,,
2017-12-07,10:00,,,,46,,
2017-12-07,11:00,,,,50,,
2017-12-07,12:00,,,,52,,
2017-12-07,13:00,,,,49,,
2017-12-07,14:00,,,,47,,
2017-12-07,15:00,,,,46,,
2017-12-07,16:00,,,,48,,
2017-12-07,17:00,,,,45,,
2017-12-07,18:00,,,,46,,
2017-12-07,19:00,,,,48,,
2017-12-07,20:00,,,,43,,
2017-12-07,21:00,,,,38,,
2017-12-07,22:00,,,,49,,
2017-12-07,23:00,,,,54,,
