Datum,Zeit,BEN,NO,NO2,O3,PM10_TEOM,SO2
2017-12-06,05:00,,4,10,47,10,
2017-12-06,06:00,,19,18,43,11,
2017-12-06,07:00,,35,29,40,12,
2017-12-06,08:00,,58,42,35,13,
2017-12-06,09:00,,61,42,33,18,
2017-12-06,10:00,,59,40,32,19,
2017-12-06,11:00,,54,38,33,18,
2017-12-06,12:00,,47,37,33,19,
2017-12-06,13:00,,63,43,30,20,
2017-12-06,14:00,,69,41,31,20,
2017-12-06,15:00,,65,43,31,20,
2017-12-06,16:00,,77,50,30,22,
2017-12-06,17:00,,98,54,28,22,
2017-12-06,18:00,,78,49,29,20,
2017-12-06,19:00,,67,49,32,19,
2017-12-06,20:00,,35,37,37,16,
2017-12-06,21:00,,21,26,43,14,
2017-12-06,22:00,,24,28,43,13,
2017-12-06,23:00,,27,29,44,13,
2017-12-07,00:00,,13,21,49,13,
2017-12-07,01:00,,8,17,48,12,
2017-12-07,02:00,,7,18,46,12,
2017-12-07,03:00,,3,13,49,10,
2017-12-07,04:00,,6,14,49,8,
2017-12-07,05:00,,12,16,49,9,
2017-12-07,06:00,,47,31,43,12,
2017-12-07,07:00,,97,62,32,14,
2017-12-07,08:00,,266,115,2,23,
2017-12-07,09:00,,246,109,3,32,
2017-12-07,10:00,,150,82,8,28,
2017-12-07,11:00,,105,60,13,27,
2017-12-07,12:00,,156,76,15,27,
2017-12-07,13:00,,136,81,32,24,
2017-12-07,14:00,,133,77,35,14,
2017-12-07,15:00,,194,101,25,16,
2017-12-07,16:00,,265,132,13,18,
2017-12-07,17:00,,324,139,7,28,
2017-12-07,18:00,,261,122,13,28,
2017-12-07,19:00,,202,104,16,26,
2017-12-07,20:00,,117,85,30,14,
2017-12-07,21:00,,61,65,34,12,
2017-12-07,22:00,,29,45,27,11,
2017-12-07,23:00,,23,39,33,15,
2017-12-08,00:00,,13,28,42,12,
2017-12-08,01:00,,13,16,61,11,
2017-12-08,02:00,,8,14,63,5,
2017-12-08,03:00,,1,8,63,6,
2017-12-08,04:00,,5,10,60,3,
2017-12-08,05:00,,11,13,54,2,
2017-12-08,06:00,,31,21,48,4,
2017-12-08,07:00,,52,39,34,4,
2017-12-08,08:00,,79,49,27,6,
2017-12-08,09:00,,88,53,22,8,
2017-12-08,10:00,,70,43,31,10,
2017-12-08,11:00,,75,51,25,12,
2017-12-08,12:00,,66,42,38,16,
2017-12-08,13:00,,44,34,47,17,
2017-12-08,14:00,,61,39,44,17,
2017-12-08,15:00,,74,51,41,14,
2017-12-08,16:00,,177,82,20,22,
2017-12-08,17:00,,192,82,21,24,
2017-12-08,18:00,,153,79,22,15,
2017-12-08,19:00,,91,56,30,14,
2017-12-08,20:00,,59,46,36,18,
2017-12-08,21:00,,45,38,39,14,
2017-12-08,22:00,,45,36,37,10,
2017-12-08,23:00,,27,27,43,8,
2017-12-09,00:00,,20,25,46,9,
2017-12-09,01:00,,25,25,43,8,
2017-12-09,02:00,,14,21,44,6,
2017-12-09,03:00,,11,24,39,5,
2017-12-09,04:00,,18,22,39,8,
2017-12-09,05:00,,9,18,44,7,
2017-12-09,06:00,,7,12,55,8,
2017-12-09,07:00,,12,16,52,8,
2017-12-09,08:00,,18,19,47,6,
2017-12-09,09:00,,26,24,48,10,
2017-12-09,10:00,,41,34,46,12,
2017-12-09,11:00,,52,34,48,9,
2017-12-09,12:00,,48,35,49,11,
2017-12-09,13:00,,40,31,49,12,
2017-12-09,14:00,,60,39,45,10,
2017-12-09,15:00,,58,41,45,9,
2017-12-09,16:00,,64,42,43,11,
2017-12-09,17:00,,94,52,36,12,
2017-12-09,18:00,,99,50,35,14,
2017-12-09,19:00,,139,52,33,18,
2017-12-09,20:00,,72,46,38,16,
2017-12-09,21:00,,45,35,42,10,
2017-12-09,22:00,,52,37,40,9,
2017-12-09,23:00,,32,32,40,7,
2017-12-10,00:00,,18,20,47,9,
2017-12-10,01:00,,17,17,51,8,
2017-12-10,02:00,,9,13,54,6,
2017-12-10,03:00,,5,8,57,9,
2017-12-10,04:00,,6,9,57,7,
2017-12-10,05:00,,6,8,59,8,
2017-12-10,06:00,,5,8,62,8,
2017-12-10,07:00,,16,14,58,9,
2017-12-10,08:00,,13,18,55,8,
2017-12-10,09:00,,12,21,47,9,
2017-12-10,10:00,,46,42,40,12,
2017-12-10,11:00,,47,35,51,14,
2017-12-10,12:00,,35,33,53,15,
2017-12-10,13:00,,30,27,53,15,
2017-12-10,14:00,,38,34,48,16,
2017-12-10,15:00,,37,32,50,14,
2017-12-10,16:00,,36,34,51,14,
2017-12-10,17:00,,26,24,58,9,
2017-12-10,18:00,,29,25,55,9,
2017-12-10,19:00,,32,28,55,5,
2017-12-10,20:00,,29,28,56,5,
2017-12-10,21:00,,41,32,54,6,
2017-12-10,22:00,,11,14,64,8,
2017-12-10,23:00,,9,11,66,6,
2017-12-11,00:00,,5,9,66,7,
2017-12-11,01:00,,5,11,62,4,
2017-12-11,02:00,,3,10,62,6,
2017-12-11,03:00,,2,8,68,6,
2017-12-11,04:00,,5,6,73,3,
2017-12-11,05:00,,6,8,71,3,
2017-12-11,06:00,,28,25,58,5,
2017-12-11,07:00,,96,75,26,5,
2017-12-11,08:00,,188,96,11,10,
2017-12-11,09:00,,275,115,4,14,
2017-12-11,10:00,,159,84,9,17,
2017-12-11,11:00,,88,64,23,12,
2017-12-11,12:00,,55,48,31,9,
2017-12-11,13:00,,90,65,19,8,
2017-12-11,14:00,,50,45,28,11,
2017-12-11,15:00,,58,51,23,11,
2017-12-11,16:00,,61,46,24,12,
2017-12-11,17:00,,57,46,26,14,
2017-12-11,18:00,,48,41,27,12,
2017-12-11,19:00,,31,34,30,9,
2017-12-11,20:00,,66,53,20,11,
2017-12-11,21:00,,106,74,7,16,
2017-12-11,22:00,,28,39,21,18,
2017-12-11,23:00,,39,45,15,10,
