Datum,Zeit,BEN,NO,NO2,O3,PM10,PM10_HVS,PM10_TEOM,PM2.5,SO2
2017-10-06,06:00,,1,8,55,,,,,0.5
2017-10-06,07:00,,1,10,52,,,,,0.5
2017-10-06,08:00,,1,10,51,,,,,0.5
2017-10-06,09:00,,2,9,53,,,,,0.5
2017-10-06,10:00,,1,9,55,,,,,0.5
2017-10-06,11:00,,1,9,56,,,,,0.5
2017-10-06,12:00,,1,8,58,,,,,0.5
2017-10-06,13:00,,1,9,57,,,,,0.5
2017-10-06,14:00,,2,14,50,,,,,0.5
2017-10-06,15:00,,2,12,53,,,,,0.5
2017-10-06,16:00,,1,14,49,,,,,0.5
2017-10-06,17:00,,1,17,45,,,,,0.5
2017-10-06,18:00,,1,16,46,,,,,0.5
2017-10-06,19:00,,1,13,46,,,,,0.5
2017-10-06,20:00,,1,12,46,,,,,1.0
2017-10-06,21:00,,1,13,45,,,,,0.5
2017-10-06,22:00,,1,14,45,,,,,0.5
2017-10-06,23:00,,1,11,45,,,,,0.5
2017-10-07,00:00,,1,10,47,,,,,0.5
2017-10-07,01:00,,1,10,49,,,,,0.5
2017-10-07,02:00,,1,10,49,,,,,0.5
2017-10-07,03:00,,1,7,52,,,,,1.2
2017-10-07,04:00,,1,7,51,,,,,0.5
2017-10-07,05:00,,1,7,52,,,,,1.0
2017-10-07,06:00,,1,8,48,,,,,1.2
2017-10-07,07:00,,1,7,47,,,,,1.1
2017-10-07,08:00,,1,8,47,,,,,1.5
2017-10-07,09:00,,1,7,49,,,,,1.2
2017-10-07,10:00,,1,6,55,,,,,0.5
2017-10-07,11:00,,3,6,55,,,,,0.5
2017-10-07,12:00,,2,5,54,,,,,0.5
2017-10-07,13:00,,1,5,65,,,,,0.5
2017-10-07,14:00,,1,5,62,,,,,0.5
2017-10-07,15:00,,1,7,58,,,,,0.5
2017-10-07,16:00,,1,6,62,,,,,0.5
2017-10-07,17:00,,1,8,58,,,,,0.5
2017-10-07,18:00,,1,8,57,,,,,1.5
2017-10-07,19:00,,1,8,57,,,,,1.4
2017-10-07,20:00,,1,8,55,,,,,1.1
2017-10-07,21:00,,1,7,56,,,,,0.5
2017-10-07,22:00,,1,6,56,,,,,1.0
2017-10-07,23:00,,1,6,54,,,,,0.5
2017-10-08,00:00,,1,6,54,,,,,0.5
2017-10-08,01:00,,1,5,56,,,,,0.5
2017-10-08,02:00,,1,4,55,,,,,0.5
2017-10-08,03:00,,1,4,53,,,,,0.5
2017-10-08,04:00,,1,4,52,,,,,0.5
2017-10-08,05:00,,1,4,49,,,,,0.5
2017-10-08,06:00,,1,4,47,,,,,0.5
2017-10-08,07:00,,1,4,44,,,,,0.5
2017-10-08,08:00,,1,5,44,,,,,0.5
2017-10-08,09:00,,1,5,44,,,,,1.0
2017-10-08,10:00,,1,5,44,,,,,1.1
2017-10-08,11:00,,1,5,43,,,,,1.0
2017-10-08,12:00,,1,8,40,,,,,0.5
2017-10-08,13:00,,1,8,53,,,,,0.5
2017-10-08,14:00,,1,6,59,,,,,0.5
2017-10-08,15:00,,1,7,54,,,,,0.5
2017-10-08,16:00,,1,6,61,,,,,0.5
2017-10-08,17:00,,1,8,62,,,,,0.5
2017-10-08,18:00,,1,12,55,,,,,0.5
2017-10-08,19:00,,1,23,33,,,,,0.5
2017-10-08,20:00,,1,25,32,,,,,0.5
2017-10-08,21:00,,1,19,30,,,,,0.5
2017-10-08,22:00,,1,12,38,,,,,0.5
2017-10-08,23:00,,1,15,30,,,,,0.5
2017-10-09,00:00,,2,22,21,,,,,0.5
2017-10-09,01:00,,4,30,2,,,,,0.5
2017-10-09,02:00,,7,28,1,,,,,0.5
2017-10-09,03:00,,8,24,1,,,,,0.5
2017-10-09,04:00,,2,17,15,,,,,0.5
2017-10-09,05:00,,1,14,26,,,,,0.5
2017-10-09,06:00,,1,23,20,,,,,1.0
2017-10-09,07:00,,3,33,12,,,,,1.2
2017-10-09,08:00,,7,33,17,,,,,1.9
2017-10-09,09:00,,3,23,34,,,,,2.3
2017-10-09,10:00,,2,14,48,,,,,2.0
2017-10-09,11:00,,2,13,55,,,,,1.4
2017-10-09,12:00,,10,15,53,,,,,1.5
2017-10-09,13:00,,2,9,61,,,,,1.3
2017-10-09,14:00,,1,11,61,,,,,1.3
2017-10-09,15:00,,3,20,50,,,,,2.0
2017-10-09,16:00,,2,20,52,,,,,1.8
2017-10-09,17:00,,1,15,61,,,,,1.0
2017-10-09,18:00,,1,16,55,,,,,1.2
2017-10-09,19:00,,1,27,36,,,,,0.5
2017-10-09,20:00,,1,22,35,,,,,0.5
2017-10-09,21:00,,1,16,41,,,,,1.1
2017-10-09,22:00,,1,14,41,,,,,0.5
2017-10-09,23:00,,1,24,27,,,,,0.5
2017-10-10,00:00,,2,32,10,,,,,0.5
2017-10-10,01:00,,1,11,35,,,,,1.1
2017-10-10,02:00,,1,6,40,,,,,0.5
2017-10-10,03:00,,1,6,40,,,,,0.5
2017-10-10,04:00,,1,6,39,,,,,0.5
2017-10-10,05:00,,1,7,35,,,,,0.5
2017-10-10,06:00,,1,11,30,,,,,0.5
2017-10-10,07:00,,1,22,16,,,,,0.5
2017-10-10,08:00,,6,25,13,,,,,0.5
2017-10-10,09:00,,2,23,14,,,,,0.5
2017-10-10,10:00,,2,17,26,,,,,0.5
2017-10-10,11:00,,2,12,30,,,,,0.5
2017-10-10,16:00,,1,14,40,,,,,1.7
2017-10-10,17:00,,1,16,36,,,,,1.2
2017-10-10,18:00,,1,19,27,,,,,1.2
2017-10-10,19:00,,1,19,25,,,,,1.2
2017-10-10,20:00,,1,19,24,,,,,1.6
2017-10-10,21:00,,1,12,33,,,,,1.3
2017-10-10,22:00,,1,10,37,,,,,1.2
2017-10-10,23:00,,1,9,37,,,,,1.1
2017-10-11,00:00,,1,8,37,,,,,1.0
2017-10-11,01:00,,1,7,38,,,,,0.5
2017-10-11,02:00,,1,7,36,,,,,0.5
2017-10-11,03:00,,1,9,33,,,,,1.0
2017-10-11,04:00,,1,8,34,,,,,1.0
2017-10-11,05:00,,1,12,32,,,,,1.4
2017-10-11,06:00,,1,15,31,,,,,1.7
2017-10-11,07:00,,5,18,29,,,,,1.3
2017-10-11,08:00,,2,18,28,,,,,1.6
2017-10-11,09:00,,2,13,36,,,,,1.6
2017-10-11,10:00,,1,9,42,,,,,1.6
2017-10-11,11:00,,2,9,43,,,,,1.5
2017-10-11,12:00,,2,7,53,,,,,1.5
2017-10-11,13:00,,2,9,51,,,,,1.4
2017-10-11,14:00,,1,7,56,,,,,1.1
2017-10-11,15:00,,2,9,53,,,,,1.1
2017-10-11,16:00,,1,10,51,,,,,1.1
2017-10-11,17:00,,1,14,45,,,,,1.1
2017-10-11,18:00,,1,19,38,,,,,2.2
2017-10-11,19:00,,1,21,33,,,,,1.9
2017-10-11,20:00,,1,31,20,,,,,1.0
2017-10-11,21:00,,1,13,41,,,,,1.3
2017-10-11,22:00,,1,10,47,,,,,1.1
2017-10-11,23:00,,1,11,44,,,,,1.5
2017-10-12,00:00,,1,6,50,,,,,1.1
2017-10-12,01:00,,1,7,48,,,,,1.2
2017-10-12,02:00,,1,7,50,,,,,1.3
2017-10-12,03:00,,1,4,53,,,,,0.5
2017-10-12,04:00,,1,5,51,,,,,1.2
2017-10-12,05:00,,1,13,41,,,,,1.2
2017-10-12,06:00,,1,8,51,,,,,1.6
2017-10-12,07:00,,1,10,53,,,,,1.3
2017-10-12,08:00,,1,14,48,,,,,2.1
2017-10-12,09:00,,1,9,54,,,,,1.3
2017-10-12,10:00,,1,9,51,,,,,1.2
2017-10-12,11:00,,1,8,52,,,,,1.1
2017-10-12,12:00,,1,7,57,,,,,0.5
2017-10-12,13:00,,1,7,60,,,,,0.5
2017-10-12,14:00,,1,8,63,,,,,0.5
2017-10-12,15:00,,2,13,52,,,,,1.6
2017-10-12,16:00,,2,16,52,,,,,1.7
2017-10-12,17:00,,3,24,45,,,,,1.8
2017-10-12,18:00,,1,24,42,,,,,1.7
2017-10-12,19:00,,1,31,32,,,,,1.3
2017-10-12,20:00,,1,17,41,,,,,2.1
2017-10-12,21:00,,1,14,41,,,,,1.2
2017-10-12,22:00,,1,13,41,,,,,1.3
2017-10-12,23:00,,1,11,39,,,,,1.0
2017-10-13,00:00,,1,11,37,,,,,0.5
2017-10-13,01:00,,1,12,37,,,,,1.3
2017-10-13,02:00,,1,10,38,,,,,1.0
2017-10-13,03:00,,1,9,39,,,,,1.2
2017-10-13,04:00,,1,11,37,,,,,1.5
2017-10-13,05:00,,1,19,28,,,,,3.1
2017-10-13,06:00,,1,15,34,,,,,1.6
2017-10-13,07:00,,1,18,32,,,,,1.6
2017-10-13,08:00,,2,21,30,,,,,1.6
2017-10-13,09:00,,3,19,33,,,,,1.5
2017-10-13,10:00,,2,15,42,,,,,1.8
2017-10-13,11:00,,2,12,54,,,,,3.1
2017-10-13,12:00,,2,13,59,,,,,3.9
2017-10-13,13:00,,2,10,59,,,,,1.7
2017-10-13,14:00,,1,10,61,,,,,1.4
2017-10-13,15:00,,2,13,62,,,,,2.6
2017-10-13,16:00,,2,16,57,,,,,3.3
2017-10-13,17:00,,1,20,50,,,,,2.9
2017-10-13,18:00,,1,43,21,,,,,1.9
2017-10-13,19:00,,1,33,27,,,,,1.3
2017-10-13,20:00,,1,27,27,,,,,1.2
2017-10-13,21:00,,2,33,17,,,,,1.5
2017-10-13,22:00,,5,35,13,,,,,4.7
2017-10-13,23:00,,10,42,2,,,,,1.9
2017-10-14,00:00,,4,30,11,,,,,1.3
2017-10-14,01:00,,2,26,12,,,,,1.1
2017-10-14,02:00,,2,23,16,,,,,1.3
2017-10-14,03:00,,6,29,2,,,,,0.5
2017-10-14,04:00,,6,25,2,,,,,0.5
2017-10-14,05:00,,13,26,1,,,,,0.5
2017-10-14,06:00,,13,24,1,,,,,0.5
2017-10-14,07:00,,31,25,1,,,,,0.5
2017-10-14,08:00,,26,26,2,,,,,0.5
2017-10-14,09:00,,25,28,3,,,,,1.1
2017-10-14,10:00,,16,27,8,,,,,1.7
2017-10-14,11:00,,2,11,37,,,,,2.5
2017-10-14,12:00,,1,5,55,,,,,1.4
2017-10-14,13:00,,1,4,64,,,,,1.3
2017-10-14,14:00,,1,4,66,,,,,1.4
2017-10-14,15:00,,1,5,66,,,,,1.3
2017-10-14,16:00,,1,6,63,,,,,1.3
2017-10-14,17:00,,1,9,57,,,,,1.3
2017-10-14,18:00,,1,21,39,,,,,1.1
2017-10-14,19:00,,2,32,20,,,,,1.1
2017-10-14,20:00,,4,41,9,,,,,2.3
2017-10-14,21:00,,17,47,2,,,,,1.9
2017-10-14,22:00,,21,45,2,,,,,1.3
2017-10-14,23:00,,25,37,2,,,,,1.2
2017-10-15,00:00,,18,30,2,,,,,0.5
2017-10-15,01:00,,9,24,1,,,,,0.5
2017-10-15,02:00,,11,20,1,,,,,0.5
2017-10-15,03:00,,10,19,1,,,,,0.5
2017-10-15,04:00,,5,18,1,,,,,0.5
2017-10-15,05:00,,3,17,2,,,,,0.5
2017-10-15,06:00,,3,17,1,,,,,0.5
2017-10-15,07:00,,5,15,1,,,,,0.5
2017-10-15,08:00,,5,13,4,,,,,0.5
2017-10-15,09:00,,7,12,8,,,,,0.5
2017-10-15,10:00,,8,12,12,,,,,0.5
2017-10-15,11:00,,4,10,24,,,,,1.1
2017-10-15,12:00,,2,10,41,,,,,1.5
2017-10-15,13:00,,1,9,53,,,,,1.9
2017-10-15,14:00,,1,7,63,,,,,2.0
2017-10-15,15:00,,1,12,56,,,,,7.4
2017-10-15,16:00,,2,21,43,,,,,10.9
2017-10-15,17:00,,2,34,29,,,,,11.1
2017-10-15,18:00,,1,44,22,,,,,15.0
2017-10-15,19:00,,1,44,18,,,,,13.1
2017-10-15,20:00,,1,41,16,,,,,16.9
2017-10-15,21:00,,1,39,13,,,,,11.0
2017-10-15,22:00,,1,35,15,,,,,10.8
2017-10-15,23:00,,1,24,21,,,,,8.2
2017-10-16,00:00,,1,18,26,,,,,4.7
2017-10-16,01:00,,1,15,27,,,,,3.8
2017-10-16,02:00,,1,15,26,,,,,4.1
2017-10-16,03:00,,1,15,25,,,,,4.2
2017-10-16,04:00,,1,15,21,,,,,4.0
2017-10-16,05:00,,1,21,15,,,,,3.9
2017-10-16,06:00,,3,29,6,,,,,3.4
2017-10-16,07:00,,9,34,3,,,,,3.0
2017-10-16,08:00,,14,31,6,,,,,3.8
2017-10-16,09:00,,12,26,11,,,,,4.6
2017-10-16,10:00,,12,26,15,,,,,5.2
2017-10-16,11:00,,10,28,22,,,,,6.7
2017-10-16,12:00,,7,28,41,,,,,6.0
2017-10-16,13:00,,2,13,75,,,,,3.7
2017-10-16,14:00,,1,11,83,,,,,3.3
2017-10-16,15:00,,1,13,85,,,,,2.7
2017-10-16,16:00,,1,20,74,,,,,2.9
2017-10-16,17:00,,6,53,30,,,,,2.1
2017-10-16,18:00,,76,88,1,,,,,2.3
2017-10-16,19:00,,74,78,1,,,,,2.6
2017-10-16,20:00,,24,59,1,,,,,3.5
2017-10-16,21:00,,3,45,5,,,,,3.4
2017-10-16,22:00,,1,34,12,,,,,3.5
2017-10-16,23:00,,1,28,15,,,,,3.2
2017-10-17,00:00,,1,24,16,,,,,3.2
2017-10-17,01:00,,1,20,20,,,,,3.4
2017-10-17,02:00,,1,20,20,,,,,3.2
2017-10-17,03:00,,1,22,18,,,,,5.8
2017-10-17,04:00,,1,23,14,,,,,5.8
2017-10-17,05:00,,1,24,12,,,,,5.6
2017-10-17,06:00,,2,26,11,,,,,5.7
2017-10-17,07:00,,7,32,4,,,,,5.7
2017-10-17,08:00,,12,30,6,,,,,7.3
2017-10-17,09:00,,13,28,10,,,,,12.4
2017-10-17,10:00,,17,30,12,,,,,15.2
2017-10-17,11:00,,17,32,14,,,,,16.2
2017-10-17,12:00,,14,34,18,,,,,15.3
2017-10-17,13:00,,8,34,25,,,,,15.0
2017-10-17,14:00,,6,33,34,,,,,16.4
2017-10-17,15:00,,6,36,33,,,,,16.1
2017-10-17,16:00,,6,43,26,,,,,16.0
2017-10-17,17:00,,5,49,21,,,,,15.4
2017-10-17,18:00,,3,54,15,,,,,13.3
2017-10-17,19:00,,2,58,13,,,,,17.8
2017-10-17,20:00,,2,53,16,,,,,16.2
2017-10-17,21:00,,1,38,24,,,,,11.1
2017-10-17,22:00,,1,35,23,,,,,8.3
2017-10-17,23:00,,1,32,23,,,,,8.7
2017-10-18,00:00,,2,33,20,,,,,7.8
2017-10-18,01:00,,1,25,25,,,,,7.2
2017-10-18,02:00,,1,24,23,,,,,5.7
2017-10-18,03:00,,1,24,19,,,,,4.2
2017-10-18,04:00,,1,28,9,,,,,2.7
2017-10-18,05:00,,2,27,12,,,,,2.5
2017-10-18,06:00,,5,31,10,,,,,2.3
2017-10-18,07:00,,7,36,8,,,,,2.5
2017-10-18,08:00,,8,37,11,,,,,2.8
2017-10-18,09:00,,8,32,15,,,,,
2017-10-18,10:00,,5,25,28,,,,,
2017-10-18,11:00,,5,26,34,,,,,
2017-10-18,12:00,,3,21,50,,,,,9.7
2017-10-18,13:00,,3,22,60,,,,,10.4
2017-10-18,14:00,,2,20,70,,,,,10.1
2017-10-18,15:00,,1,15,84,,,,,10.3
2017-10-18,16:00,,1,19,79,,,,,9.6
2017-10-18,17:00,,1,22,55,,,,,5.8
2017-10-18,18:00,,1,26,40,,,,,4.7
2017-10-18,19:00,,1,25,37,,,,,4.1
2017-10-18,20:00,,1,25,32,,,,,3.6
2017-10-18,21:00,,1,21,33,,,,,3.3
2017-10-18,22:00,,1,21,32,,,,,3.0
2017-10-18,23:00,,1,19,31,,,,,2.6
2017-10-19,00:00,,1,17,30,,,,,2.7
2017-10-19,01:00,,1,16,26,,,,,3.0
2017-10-19,02:00,,1,16,22,,,,,2.8
2017-10-19,03:00,,1,17,17,,,,,2.4
2017-10-19,04:00,,1,16,17,,,,,2.1
2017-10-19,05:00,,1,18,14,,,,,2.0
2017-10-19,06:00,,2,24,8,,,,,2.2
2017-10-19,07:00,,7,30,3,,,,,2.3
2017-10-19,08:00,,12,29,5,,,,,3.0
2017-10-19,09:00,,12,27,9,,,,,3.5
2017-10-19,10:00,,16,30,12,,,,,4.8
2017-10-19,11:00,,13,32,19,,,,,7.3
2017-10-19,12:00,,18,36,22,,,,,9.7
2017-10-19,13:00,,11,34,26,,,,,11.3
2017-10-19,14:00,,11,34,26,,,,,12.2
2017-10-19,15:00,,12,36,21,,,,,13.7
2017-10-19,16:00,,12,43,17,,,,,16.0
2017-10-19,17:00,,8,45,12,,,,,13.7
2017-10-19,18:00,,3,42,11,,,,,9.6
2017-10-19,19:00,,1,37,13,,,,,9.2
2017-10-19,20:00,,2,37,11,,,,,7.7
2017-10-19,21:00,,3,32,14,,,,,6.8
2017-10-19,22:00,,1,29,15,,,,,7.5
2017-10-19,23:00,,1,31,14,,,,,9.1
2017-10-20,00:00,,1,36,11,,,,,10.4
2017-10-20,01:00,,1,42,8,,,,,12.4
2017-10-20,02:00,,1,44,6,,,,,14.0
2017-10-20,03:00,,1,42,6,,,,,13.4
2017-10-20,04:00,,1,39,8,,,,,13.5
2017-10-20,05:00,,1,32,13,,,,,10.3
2017-10-20,06:00,,5,34,12,,,,,8.7
2017-10-20,07:00,,8,42,7,,,,,7.2
2017-10-20,08:00,,8,35,13,,,,,6.3
2017-10-20,09:00,,7,27,21,,,,,6.5
2017-10-20,10:00,,5,21,30,,,,,8.0
2017-10-20,11:00,,5,18,35,,,,,8.4
2017-10-20,12:00,,4,20,38,,,,,7.2
2017-10-20,13:00,,4,23,37,,,,,6.3
2017-10-20,14:00,,5,26,36,,,,,7.0
2017-10-20,15:00,,5,31,29,,,,,6.7
2017-10-20,16:00,,4,29,26,,,,,6.6
2017-10-20,17:00,,3,35,18,,,,,5.9
2017-10-20,18:00,,1,34,15,,,,,5.9
2017-10-20,19:00,,1,31,16,,,,,5.6
2017-10-20,20:00,,1,27,17,,,,,5.6
2017-10-20,21:00,,1,26,15,,,,,5.1
2017-10-20,22:00,,1,27,12,,,,,4.0
2017-10-20,23:00,,7,34,2,,,,,3.0
2017-10-21,00:00,,1,11,43,,,,,3.3
2017-10-21,01:00,,1,11,44,,,,,3.1
2017-10-21,02:00,,1,15,38,,,,,3.6
2017-10-21,03:00,,1,10,46,,,,,5.2
2017-10-21,04:00,,1,8,50,,,,,5.0
2017-10-21,05:00,,1,8,51,,,,,5.3
2017-10-21,06:00,,1,9,48,,,,,5.9
2017-10-21,07:00,,1,11,45,,,,,5.2
2017-10-21,08:00,,1,17,38,,,,,4.3
2017-10-21,09:00,,5,29,26,,,,,3.5
2017-10-21,10:00,,1,16,40,,,,,6.6
2017-10-21,11:00,,1,17,44,,,,,4.9
2017-10-21,12:00,,4,26,30,,,,,3.2
2017-10-21,13:00,,8,31,18,,,,,2.3
2017-10-21,14:00,,5,21,34,,,,,2.7
2017-10-21,15:00,,2,17,41,,,,,2.9
2017-10-21,16:00,,2,21,32,,,,,3.1
2017-10-21,17:00,,2,26,21,,,,,5.3
2017-10-21,18:00,,6,36,9,,,,,5.5
2017-10-21,19:00,,11,44,1,,,,,2.8
2017-10-21,20:00,,4,35,5,,,,,2.4
2017-10-21,21:00,,1,28,7,,,,,2.2
2017-10-21,22:00,,1,25,7,,,,,2.7
2017-10-21,23:00,,1,17,13,,,,,2.2
2017-10-22,00:00,,1,15,15,,,,,2.1
2017-10-22,01:00,,1,14,15,,,,,2.2
2017-10-22,02:00,,1,6,53,,,,,3.0
2017-10-22,03:00,,1,7,50,,,,,2.7
2017-10-22,04:00,,1,7,46,,,,,2.6
2017-10-22,05:00,,1,4,57,,,,,3.0
2017-10-22,06:00,,1,6,53,,,,,2.9
2017-10-22,07:00,,1,7,49,,,,,2.8
2017-10-22,08:00,,1,7,46,,,,,2.9
2017-10-22,09:00,,1,5,52,,,,,3.3
2017-10-22,10:00,,1,6,52,,,,,3.4
2017-10-22,11:00,,1,6,54,,,,,3.1
2017-10-22,12:00,,1,3,60,,,,,2.9
2017-10-22,13:00,,1,3,64,,,,,2.8
2017-10-22,14:00,,1,3,64,,,,,2.8
2017-10-22,15:00,,1,4,64,,,,,2.8
2017-10-22,16:00,,1,6,59,,,,,2.8
2017-10-22,17:00,,1,7,56,,,,,2.7
2017-10-22,18:00,,1,9,53,,,,,3.0
2017-10-22,19:00,,1,7,53,,,,,3.6
2017-10-22,20:00,,1,9,50,,,,,3.6
2017-10-22,21:00,,1,7,51,,,,,2.6
2017-10-22,22:00,,1,9,47,,,,,2.5
2017-10-22,23:00,,1,6,47,,,,,2.3
2017-10-23,00:00,,1,4,45,,,,,2.2
2017-10-23,01:00,,1,5,42,,,,,2.2
2017-10-23,02:00,,1,7,40,,,,,2.5
2017-10-23,03:00,,1,7,41,,,,,2.9
2017-10-23,04:00,,1,8,39,,,,,3.5
2017-10-23,05:00,,1,12,34,,,,,2.8
