Datum Zeit,Schwartenberg DRUCK
02-01-19 11:00,1016
02-01-19 10:00,1015
02-01-19 09:00,1014
02-01-19 08:00,1014
02-01-19 07:00,1014
02-01-19 06:00,1014
02-01-19 05:00,1014
02-01-19 04:00,1014
02-01-19 03:00,1013
02-01-19 02:00,1013
02-01-19 01:00,1013
02-01-19 00:00,1012
01-01-19 23:00,1012
01-01-19 22:00,1012
01-01-19 21:00,1012
01-01-19 20:00,1013
01-01-19 19:00,1013
01-01-19 18:00,1013
01-01-19 17:00,1013
01-01-19 16:00,1013
01-01-19 15:00,1014
01-01-19 14:00,1015
01-01-19 13:00,1015
01-01-19 12:00,1017
01-01-19 11:00,1018
01-01-19 10:00,1018
01-01-19 09:00,1019
01-01-19 08:00,1020
01-01-19 07:00,1021
01-01-19 06:00,1022
01-01-19 05:00,1023
01-01-19 04:00,1024
01-01-19 03:00,1025
01-01-19 02:00,1026
01-01-19 01:00,1026

