Datum Zeit,Plauen-Sued WINDRI
24-01-19 14:00,26
24-01-19 13:00,31
24-01-19 12:00,34
24-01-19 11:00,25
24-01-19 10:00,30
24-01-19 09:00,77
24-01-19 08:00,65
24-01-19 07:00,42
24-01-19 06:00,67
24-01-19 05:00,7
24-01-19 04:00,359
24-01-19 03:00,30
24-01-19 02:00,17
24-01-19 01:00,14
24-01-19 00:00,335
23-01-19 23:00,186
23-01-19 22:00,185
23-01-19 21:00,187
23-01-19 20:00,187
23-01-19 19:00,182
23-01-19 18:00,75
23-01-19 17:00,12
23-01-19 16:00,328
23-01-19 15:00,175
23-01-19 14:00,190
23-01-19 13:00,169
23-01-19 12:00,178
23-01-19 11:00,205
23-01-19 10:00,327
23-01-19 09:00,195
23-01-19 08:00,176
23-01-19 07:00,66
23-01-19 06:00,153
23-01-19 05:00,246
23-01-19 04:00,269
23-01-19 03:00,232
23-01-19 02:00,219
23-01-19 01:00,222
23-01-19 00:00,257
22-01-19 23:00,234
22-01-19 22:00,227
22-01-19 21:00,216
22-01-19 20:00,198
22-01-19 19:00,246
22-01-19 18:00,216
22-01-19 17:00,201
22-01-19 16:00,183
22-01-19 15:00,176
22-01-19 14:00,162
22-01-19 13:00,162
22-01-19 12:00,183
22-01-19 11:00,170
22-01-19 10:00,185
22-01-19 09:00,297
22-01-19 08:00,266
22-01-19 07:00,191
22-01-19 06:00,146
22-01-19 05:00,134
22-01-19 04:00,227
22-01-19 03:00,188
22-01-19 02:00,144
22-01-19 01:00,185
22-01-19 00:00,188
21-01-19 23:00,184
21-01-19 22:00,188
21-01-19 21:00,192
21-01-19 20:00,217
21-01-19 19:00,230
21-01-19 18:00,235
21-01-19 17:00,206
21-01-19 16:00,188
21-01-19 15:00,177
21-01-19 14:00,182
21-01-19 13:00,185
21-01-19 12:00,359
21-01-19 11:00,308
21-01-19 10:00,292
21-01-19 09:00,44
21-01-19 08:00,64
21-01-19 07:00,46
21-01-19 06:00,35
21-01-19 05:00,39
21-01-19 04:00,42
21-01-19 03:00,43
21-01-19 02:00,49
21-01-19 01:00,37
21-01-19 00:00,58
20-01-19 23:00,105
20-01-19 22:00,38
20-01-19 21:00,33
20-01-19 20:00,112
20-01-19 19:00,147
20-01-19 18:00,149
20-01-19 17:00,167
20-01-19 16:00,155
20-01-19 15:00,170
20-01-19 14:00,147
20-01-19 13:00,171
20-01-19 12:00,167
20-01-19 11:00,172
20-01-19 10:00,208
20-01-19 09:00,148
20-01-19 08:00,178
20-01-19 07:00,165
20-01-19 06:00,179
20-01-19 05:00,172
20-01-19 04:00,195
20-01-19 03:00,191
20-01-19 02:00,185
20-01-19 01:00,195
20-01-19 00:00,192
19-01-19 23:00,194
19-01-19 22:00,191
19-01-19 21:00,190
19-01-19 20:00,188
19-01-19 19:00,176
19-01-19 18:00,174
19-01-19 17:00,151
19-01-19 16:00,129
19-01-19 15:00,59
19-01-19 14:00,126
19-01-19 13:00,298
19-01-19 12:00,267
19-01-19 11:00,275
19-01-19 10:00,285
19-01-19 09:00,288
19-01-19 08:00,264
19-01-19 07:00,270
19-01-19 06:00,239
19-01-19 05:00,273
19-01-19 04:00,288
19-01-19 03:00,249
19-01-19 02:00,262
19-01-19 01:00,245
19-01-19 00:00,198
18-01-19 23:00,224
18-01-19 22:00,171
18-01-19 21:00,198
18-01-19 20:00,191
18-01-19 19:00,186
18-01-19 18:00,186
18-01-19 17:00,188
18-01-19 16:00,316
18-01-19 15:00,223
18-01-19 14:00,264
18-01-19 13:00,276
18-01-19 12:00,275
18-01-19 11:00,292
18-01-19 10:00,305
18-01-19 09:00,306
18-01-19 08:00,304
18-01-19 07:00,296
18-01-19 06:00,297
18-01-19 05:00,226
18-01-19 04:00,184
18-01-19 03:00,211
18-01-19 02:00,192
18-01-19 01:00,185
18-01-19 00:00,262
17-01-19 23:00,238
17-01-19 22:00,215
17-01-19 21:00,256
17-01-19 20:00,220
17-01-19 19:00,197
17-01-19 18:00,207
17-01-19 17:00,196
17-01-19 16:00,213
17-01-19 15:00,195
17-01-19 14:00,203
17-01-19 13:00,192
17-01-19 12:00,196
17-01-19 11:00,186
17-01-19 10:00,173
17-01-19 09:00,183
17-01-19 08:00,190
17-01-19 07:00,198
17-01-19 06:00,211
17-01-19 05:00,212
17-01-19 04:00,186
17-01-19 03:00,184
17-01-19 02:00,188
17-01-19 01:00,201
17-01-19 00:00,213
16-01-19 23:00,209
16-01-19 22:00,202
16-01-19 21:00,196
16-01-19 20:00,191
16-01-19 19:00,184
16-01-19 18:00,196
16-01-19 17:00,201
16-01-19 16:00,203
16-01-19 15:00,210
16-01-19 14:00,213
16-01-19 13:00,209
16-01-19 12:00,202
16-01-19 11:00,187
16-01-19 10:00,187
16-01-19 09:00,193
16-01-19 08:00,208
16-01-19 07:00,201
16-01-19 06:00,220
16-01-19 05:00,215
16-01-19 04:00,218
16-01-19 03:00,218
16-01-19 02:00,211
16-01-19 01:00,212
16-01-19 00:00,218
15-01-19 23:00,218
15-01-19 22:00,218
15-01-19 21:00,218
15-01-19 20:00,212
15-01-19 19:00,215
15-01-19 18:00,216
15-01-19 17:00,216
15-01-19 16:00,213
15-01-19 15:00,218
15-01-19 14:00,223
15-01-19 13:00,226
15-01-19 12:00,228
15-01-19 11:00,216
15-01-19 10:00,233
15-01-19 09:00,237
15-01-19 08:00,256
15-01-19 07:00,264
15-01-19 06:00,281
15-01-19 05:00,295
15-01-19 04:00,282
15-01-19 03:00,284
15-01-19 02:00,275
15-01-19 01:00,272
15-01-19 00:00,245
14-01-19 23:00,285
14-01-19 22:00,281
14-01-19 21:00,290
14-01-19 20:00,306
14-01-19 19:00,313
14-01-19 18:00,324
14-01-19 17:00,328
14-01-19 16:00,308
14-01-19 15:00,315
14-01-19 14:00,319
14-01-19 13:00,308
14-01-19 12:00,308
14-01-19 11:00,295
14-01-19 10:00,283
14-01-19 09:00,298
14-01-19 08:00,304
14-01-19 07:00,320
14-01-19 06:00,309
14-01-19 05:00,306
14-01-19 04:00,304
14-01-19 03:00,293
14-01-19 02:00,296
14-01-19 01:00,296
14-01-19 00:00,302
13-01-19 23:00,300
13-01-19 22:00,301
13-01-19 21:00,278
13-01-19 20:00,223
13-01-19 19:00,220
13-01-19 18:00,213
13-01-19 17:00,208
13-01-19 16:00,210
13-01-19 15:00,210
13-01-19 14:00,210
13-01-19 13:00,213
13-01-19 12:00,210
13-01-19 11:00,208
13-01-19 10:00,206
13-01-19 09:00,210
13-01-19 08:00,206
13-01-19 07:00,192
13-01-19 06:00,188
13-01-19 05:00,184
13-01-19 04:00,190
13-01-19 03:00,190
13-01-19 02:00,185
13-01-19 01:00,194
13-01-19 00:00,209
12-01-19 23:00,206
12-01-19 22:00,199
12-01-19 21:00,213
12-01-19 20:00,212
12-01-19 19:00,211
12-01-19 18:00,206
12-01-19 17:00,210
12-01-19 16:00,212
12-01-19 15:00,204
12-01-19 14:00,217
12-01-19 13:00,225
12-01-19 12:00,216
12-01-19 11:00,207
12-01-19 10:00,199
12-01-19 09:00,182
12-01-19 08:00,186
12-01-19 07:00,184
12-01-19 06:00,184
12-01-19 05:00,191
12-01-19 04:00,192
12-01-19 03:00,186
12-01-19 02:00,184
12-01-19 01:00,173
12-01-19 00:00,178
11-01-19 23:00,193
11-01-19 22:00,197
11-01-19 21:00,210
11-01-19 20:00,211
11-01-19 19:00,200
11-01-19 18:00,208
11-01-19 17:00,197
11-01-19 16:00,195
11-01-19 15:00,199
11-01-19 14:00,207
11-01-19 13:00,202
11-01-19 12:00,197
11-01-19 11:00,188
11-01-19 10:00,189
11-01-19 09:00,190
11-01-19 08:00,182
11-01-19 07:00,183
11-01-19 06:00,181
11-01-19 05:00,193
11-01-19 04:00,194
11-01-19 03:00,188
11-01-19 02:00,175
11-01-19 01:00,187
11-01-19 00:00,191
10-01-19 23:00,190
10-01-19 22:00,194
10-01-19 21:00,286
10-01-19 20:00,325
10-01-19 19:00,338
10-01-19 18:00,337
10-01-19 17:00,335
10-01-19 16:00,342
10-01-19 15:00,333
10-01-19 14:00,345
10-01-19 13:00,339
10-01-19 12:00,347
10-01-19 11:00,349
10-01-19 10:00,346
10-01-19 09:00,345
10-01-19 08:00,345
10-01-19 07:00,347
10-01-19 06:00,345
10-01-19 05:00,343
10-01-19 04:00,341
10-01-19 03:00,348
10-01-19 02:00,349
10-01-19 01:00,343
10-01-19 00:00,338
09-01-19 23:00,332
09-01-19 22:00,334
09-01-19 21:00,331
09-01-19 20:00,327
09-01-19 19:00,332
09-01-19 18:00,332
09-01-19 17:00,324
09-01-19 16:00,319
09-01-19 15:00,323
09-01-19 14:00,317
09-01-19 13:00,313
09-01-19 12:00,314
09-01-19 11:00,312
09-01-19 10:00,314
09-01-19 09:00,314
09-01-19 08:00,307
09-01-19 07:00,303
09-01-19 06:00,307
09-01-19 05:00,306
09-01-19 04:00,310
09-01-19 03:00,320
09-01-19 02:00,304
09-01-19 01:00,299
09-01-19 00:00,287
08-01-19 23:00,291
08-01-19 22:00,284
08-01-19 21:00,269
08-01-19 20:00,272
08-01-19 19:00,267
08-01-19 18:00,275
08-01-19 17:00,269
08-01-19 16:00,236
08-01-19 15:00,251
08-01-19 14:00,219
08-01-19 13:00,218
08-01-19 12:00,214
08-01-19 11:00,216
08-01-19 10:00,213
08-01-19 09:00,210
08-01-19 08:00,211
08-01-19 07:00,212
08-01-19 06:00,210
08-01-19 05:00,202
08-01-19 04:00,213
08-01-19 03:00,204
08-01-19 02:00,201
08-01-19 01:00,202
08-01-19 00:00,212
07-01-19 23:00,214
07-01-19 22:00,215
07-01-19 21:00,211
07-01-19 20:00,211
07-01-19 19:00,210
07-01-19 18:00,192
07-01-19 17:00,271
07-01-19 16:00,293
07-01-19 15:00,294
07-01-19 14:00,307
07-01-19 13:00,309
07-01-19 12:00,307
07-01-19 11:00,300
07-01-19 10:00,306
07-01-19 09:00,314
07-01-19 08:00,310
07-01-19 07:00,310
07-01-19 06:00,313
07-01-19 05:00,319
07-01-19 04:00,318
07-01-19 03:00,309
07-01-19 02:00,175
07-01-19 01:00,183
07-01-19 00:00,155
06-01-19 23:00,332
06-01-19 22:00,324
06-01-19 21:00,274
06-01-19 20:00,165
06-01-19 19:00,235
06-01-19 18:00,183
06-01-19 17:00,279
06-01-19 16:00,301
06-01-19 15:00,309
06-01-19 14:00,317
06-01-19 13:00,326
06-01-19 12:00,322
06-01-19 11:00,340
06-01-19 10:00,0
06-01-19 09:00,358
06-01-19 08:00,14
06-01-19 07:00,11
06-01-19 06:00,5
06-01-19 05:00,4
06-01-19 04:00,2
06-01-19 03:00,356
06-01-19 02:00,351
06-01-19 01:00,335
06-01-19 00:00,322
05-01-19 23:00,321
05-01-19 22:00,332
05-01-19 21:00,327
05-01-19 20:00,330
05-01-19 19:00,330
05-01-19 18:00,330
05-01-19 17:00,335
05-01-19 16:00,337
05-01-19 15:00,328
05-01-19 14:00,319
05-01-19 13:00,320
05-01-19 12:00,321
05-01-19 11:00,313
05-01-19 10:00,304
05-01-19 09:00,270
05-01-19 08:00,242
05-01-19 07:00,210
05-01-19 06:00,191
05-01-19 05:00,183
05-01-19 04:00,245
05-01-19 03:00,256
05-01-19 02:00,261
05-01-19 01:00,265
05-01-19 00:00,277
04-01-19 23:00,290
04-01-19 22:00,299
04-01-19 21:00,294
04-01-19 20:00,295
04-01-19 19:00,292
04-01-19 18:00,276
04-01-19 17:00,283
04-01-19 16:00,284
04-01-19 15:00,274
04-01-19 14:00,285
04-01-19 13:00,274
04-01-19 12:00,282
04-01-19 11:00,277
04-01-19 10:00,247
04-01-19 09:00,189
04-01-19 08:00,213
04-01-19 07:00,281
04-01-19 06:00,294
04-01-19 05:00,308
04-01-19 04:00,332
04-01-19 03:00,339
04-01-19 02:00,336
04-01-19 01:00,326
04-01-19 00:00,330
03-01-19 23:00,339
03-01-19 22:00,333
03-01-19 21:00,330
03-01-19 20:00,332
03-01-19 19:00,318
03-01-19 18:00,314
03-01-19 17:00,321
03-01-19 16:00,325
03-01-19 15:00,339
03-01-19 14:00,328
03-01-19 13:00,310
03-01-19 12:00,301
03-01-19 11:00,309
03-01-19 10:00,250
03-01-19 09:00,302
03-01-19 08:00,304
03-01-19 07:00,305
03-01-19 06:00,291
03-01-19 05:00,292
03-01-19 04:00,313
03-01-19 03:00,317
03-01-19 02:00,320
03-01-19 01:00,331
03-01-19 00:00,343
02-01-19 23:00,343
02-01-19 22:00,347
02-01-19 21:00,338
02-01-19 20:00,331
02-01-19 19:00,337
02-01-19 18:00,327
02-01-19 17:00,334
02-01-19 16:00,336
02-01-19 15:00,346
02-01-19 14:00,333
02-01-19 13:00,328
02-01-19 12:00,329
02-01-19 11:00,319
02-01-19 10:00,308
02-01-19 09:00,307
02-01-19 08:00,310
02-01-19 07:00,312
02-01-19 06:00,316
02-01-19 05:00,310
02-01-19 04:00,310
02-01-19 03:00,306
02-01-19 02:00,307
02-01-19 01:00,301
02-01-19 00:00,298
01-01-19 23:00,302
01-01-19 22:00,304
01-01-19 21:00,300
01-01-19 20:00,285
01-01-19 19:00,300
01-01-19 18:00,317
01-01-19 17:00,222
01-01-19 16:00,211
01-01-19 15:00,212
01-01-19 14:00,224
01-01-19 13:00,241
01-01-19 12:00,254
01-01-19 11:00,235
01-01-19 10:00,252
01-01-19 09:00,214
01-01-19 08:00,212
01-01-19 07:00,210
01-01-19 06:00,205
01-01-19 05:00,197
01-01-19 04:00,184
01-01-19 03:00,185
01-01-19 02:00,197
01-01-19 01:00,189

