Datum,Zeit,BEN,NO,NO2,O3,PM10_TEOM,SO2
2018-05-06,09:00,,4,12,,,
2018-05-06,10:00,,2,8,,,
2018-05-06,11:00,,3,9,,,
2018-05-06,12:00,,3,9,,,
2018-05-06,13:00,,2,8,,,
2018-05-06,14:00,,3,8,,,
2018-05-06,15:00,,3,9,,,
2018-05-06,16:00,,4,11,,,
2018-05-06,17:00,,3,10,,,
2018-05-06,18:00,,3,12,,,
2018-05-06,19:00,,2,9,,,
2018-05-06,20:00,,1,6,,,
2018-05-06,21:00,,1,6,,,
2018-05-06,22:00,,1,8,,,
2018-05-06,23:00,,1,9,,,
2018-05-07,00:00,,1,13,,,
2018-05-07,01:00,,1,11,,,
2018-05-07,02:00,,1,13,,,
2018-05-07,03:00,,2,13,,,
2018-05-07,04:00,,11,20,,,
2018-05-07,05:00,,37,26,,,
2018-05-07,06:00,,69,36,,,
2018-05-07,07:00,,93,50,,,
2018-05-07,08:00,,41,40,,,
2018-05-07,09:00,,27,29,,,
2018-05-07,10:00,,17,25,,,
2018-05-07,11:00,,13,23,,,
2018-05-07,12:00,,11,22,,,
2018-05-07,13:00,,12,22,,,
2018-05-07,14:00,,14,24,,,
2018-05-07,15:00,,15,26,,,
2018-05-07,16:00,,11,22,,,
2018-05-07,17:00,,8,20,,,
2018-05-07,18:00,,8,21,,,
2018-05-07,19:00,,3,14,,,
2018-05-07,20:00,,1,9,,,
2018-05-07,21:00,,1,8,,,
2018-05-07,22:00,,1,9,,,
2018-05-07,23:00,,1,9,,,
2018-05-08,00:00,,1,10,,,
2018-05-08,01:00,,1,13,,,
2018-05-08,02:00,,1,12,,,
2018-05-08,03:00,,2,16,,,
2018-05-08,04:00,,1,17,,,
2018-05-08,05:00,,26,30,,,
2018-05-08,06:00,,69,46,,,
2018-05-08,07:00,,108,57,,,
2018-05-08,08:00,,52,48,,,
2018-05-08,09:00,,25,35,,,
2018-05-08,10:00,,22,31,,,
2018-05-08,11:00,,18,28,,,
2018-05-08,12:00,,15,27,,,
2018-05-08,13:00,,16,27,,,
2018-05-08,14:00,,15,28,,,
2018-05-08,15:00,,11,25,,,
2018-05-08,16:00,,13,28,,,
2018-05-08,17:00,,11,25,,,
2018-05-08,18:00,,7,20,,,
2018-05-08,19:00,,6,20,,,
2018-05-08,20:00,,3,17,,,
2018-05-08,21:00,,1,14,,,
2018-05-08,22:00,,2,19,,,
2018-05-08,23:00,,1,12,,,
2018-05-09,00:00,,1,13,,,
2018-05-09,01:00,,1,12,,,
2018-05-09,02:00,,1,15,,,
2018-05-09,03:00,,1,15,,,
2018-05-09,04:00,,4,25,,,
2018-05-09,05:00,,19,32,,,
2018-05-09,06:00,,20,38,,,
2018-05-09,07:00,,29,39,,,
2018-05-09,08:00,,18,31,,,
2018-05-09,09:00,,21,31,,,
2018-05-09,10:00,,13,21,,,
2018-05-09,11:00,,15,20,,,
2018-05-09,12:00,,16,26,,,
2018-05-09,13:00,,14,22,,,
2018-05-09,14:00,,16,27,,,
2018-05-09,15:00,,19,31,,,
2018-05-09,16:00,,17,32,,,
2018-05-09,17:00,,11,25,,,
2018-05-09,18:00,,10,21,,,
2018-05-09,19:00,,6,20,,,
2018-05-09,20:00,,4,20,,,
2018-05-09,21:00,,4,22,,,
2018-05-09,22:00,,1,14,,,
2018-05-09,23:00,,1,14,,,
2018-05-10,00:00,,3,16,,,
2018-05-10,01:00,,1,14,,,
2018-05-10,02:00,,1,14,,,
2018-05-10,03:00,,1,16,,,
2018-05-10,04:00,,1,16,,,
2018-05-10,05:00,,2,17,,,
2018-05-10,06:00,,4,17,,,
2018-05-10,07:00,,5,14,,,
2018-05-10,08:00,,8,18,,,
2018-05-10,09:00,,9,17,,,
2018-05-10,10:00,,5,13,,,
2018-05-10,11:00,,3,11,,,
2018-05-10,12:00,,2,8,,,
2018-05-10,13:00,,1,7,,,
2018-05-10,14:00,,2,7,,,
2018-05-10,15:00,,3,12,,,
2018-05-10,16:00,,2,10,,,
2018-05-10,17:00,,1,8,,,
2018-05-10,18:00,,1,7,,,
2018-05-10,19:00,,1,7,,,
2018-05-10,20:00,,1,9,,,
2018-05-10,21:00,,1,8,,,
2018-05-10,22:00,,1,8,,,
2018-05-10,23:00,,1,7,,,
2018-05-11,00:00,,1,6,,,
2018-05-11,01:00,,1,7,,,
2018-05-11,02:00,,1,7,,,
2018-05-11,03:00,,1,6,,,
2018-05-11,04:00,,1,5,,,
2018-05-11,05:00,,2,8,,,
2018-05-11,06:00,,3,10,,,
2018-05-11,07:00,,6,14,,,
2018-05-11,08:00,,10,16,,,
2018-05-11,09:00,,12,17,,,
2018-05-11,10:00,,15,20,,,
